# Descriptor 1, Descriptor 2, log10(TOF)
-8.7940e+01,5.5343e+00,-1.0002e+02
-8.7940e+01,5.5377e+00,-1.0030e+02
-8.7940e+01,5.5410e+00,-1.0058e+02
-8.7940e+01,5.5444e+00,-1.0086e+02
-8.7940e+01,5.5477e+00,-1.0115e+02
-8.7940e+01,5.5511e+00,-1.0143e+02
-8.7940e+01,5.5544e+00,-1.0171e+02
-8.7940e+01,5.5578e+00,-1.0199e+02
-8.7940e+01,5.5611e+00,-1.0227e+02
-8.7940e+01,5.5645e+00,-1.0256e+02
-8.7940e+01,5.5678e+00,-1.0284e+02
-8.7940e+01,5.5712e+00,-1.0312e+02
-8.7940e+01,5.5745e+00,-1.0340e+02
-8.7940e+01,5.5779e+00,-1.0368e+02
-8.7940e+01,5.5812e+00,-1.0397e+02
-8.7940e+01,5.5846e+00,-1.0425e+02
-8.7940e+01,5.5879e+00,-1.0453e+02
-8.7940e+01,5.5913e+00,-1.0481e+02
-8.7940e+01,5.5946e+00,-1.0509e+02
-8.7940e+01,5.5980e+00,-1.0538e+02
-8.7940e+01,5.6013e+00,-1.0566e+02
-8.7940e+01,5.6047e+00,-1.0594e+02
-8.7940e+01,5.6080e+00,-1.0622e+02
-8.7940e+01,5.6114e+00,-1.0650e+02
-8.7940e+01,5.6147e+00,-1.0679e+02
-8.7940e+01,5.6181e+00,-1.0707e+02
-8.7940e+01,5.6214e+00,-1.0735e+02
-8.7940e+01,5.6248e+00,-1.0763e+02
-8.7940e+01,5.6281e+00,-1.0791e+02
-8.7940e+01,5.6315e+00,-1.0820e+02
-8.7940e+01,5.6348e+00,-1.0848e+02
-8.7940e+01,5.6382e+00,-1.0876e+02
-8.7940e+01,5.6415e+00,-1.0904e+02
-8.7940e+01,5.6449e+00,-1.0932e+02
-8.7940e+01,5.6482e+00,-1.0961e+02
-8.7940e+01,5.6516e+00,-1.0989e+02
-8.7940e+01,5.6549e+00,-1.1017e+02
-8.7940e+01,5.6583e+00,-1.1045e+02
-8.7940e+01,5.6616e+00,-1.1073e+02
-8.7940e+01,5.6650e+00,-1.1102e+02
-8.7940e+01,5.6683e+00,-1.1130e+02
-8.7940e+01,5.6717e+00,-1.1158e+02
-8.7940e+01,5.6750e+00,-1.1186e+02
-8.7940e+01,5.6784e+00,-1.1214e+02
-8.7940e+01,5.6817e+00,-1.1243e+02
-8.7940e+01,5.6851e+00,-1.1271e+02
-8.7940e+01,5.6884e+00,-1.1299e+02
-8.7940e+01,5.6918e+00,-1.1327e+02
-8.7940e+01,5.6951e+00,-1.1355e+02
-8.7940e+01,5.6985e+00,-1.1384e+02
-8.7940e+01,5.7018e+00,-1.1412e+02
-8.7940e+01,5.7052e+00,-1.1440e+02
-8.7940e+01,5.7085e+00,-1.1468e+02
-8.7940e+01,5.7119e+00,-1.1496e+02
-8.7940e+01,5.7152e+00,-1.1525e+02
-8.7940e+01,5.7186e+00,-1.1553e+02
-8.7940e+01,5.7219e+00,-1.1581e+02
-8.7940e+01,5.7253e+00,-1.1609e+02
-8.7940e+01,5.7286e+00,-1.1637e+02
-8.7940e+01,5.7320e+00,-1.1666e+02
-8.7940e+01,5.7353e+00,-1.1694e+02
-8.7940e+01,5.7387e+00,-1.1722e+02
-8.7940e+01,5.7420e+00,-1.1750e+02
-8.7940e+01,5.7454e+00,-1.1778e+02
-8.7940e+01,5.7487e+00,-1.1807e+02
-8.7940e+01,5.7521e+00,-1.1835e+02
-8.7940e+01,5.7554e+00,-1.1863e+02
-8.7940e+01,5.7588e+00,-1.1891e+02
-8.7940e+01,5.7621e+00,-1.1919e+02
-8.7940e+01,5.7655e+00,-1.1948e+02
-8.7940e+01,5.7688e+00,-1.1976e+02
-8.7940e+01,5.7722e+00,-1.2004e+02
-8.7940e+01,5.7755e+00,-1.2032e+02
-8.7940e+01,5.7789e+00,-1.2060e+02
-8.7940e+01,5.7822e+00,-1.2089e+02
-8.7940e+01,5.7856e+00,-1.2117e+02
-8.7940e+01,5.7889e+00,-1.2145e+02
-8.7940e+01,5.7923e+00,-1.2173e+02
-8.7940e+01,5.7956e+00,-1.2201e+02
-8.7940e+01,5.7990e+00,-1.2229e+02
-8.7940e+01,5.8023e+00,-1.2258e+02
-8.7940e+01,5.8057e+00,-1.2286e+02
-8.7940e+01,5.8090e+00,-1.2314e+02
-8.7940e+01,5.8124e+00,-1.2342e+02
-8.7940e+01,5.8157e+00,-1.2370e+02
-8.7940e+01,5.8191e+00,-1.2399e+02
-8.7940e+01,5.8224e+00,-1.2427e+02
-8.7940e+01,5.8258e+00,-1.2455e+02
-8.7940e+01,5.8291e+00,-1.2483e+02
-8.7940e+01,5.8325e+00,-1.2511e+02
-8.7940e+01,5.8358e+00,-1.2540e+02
-8.7940e+01,5.8392e+00,-1.2568e+02
-8.7940e+01,5.8425e+00,-1.2596e+02
-8.7940e+01,5.8459e+00,-1.2624e+02
-8.7940e+01,5.8492e+00,-1.2652e+02
-8.7940e+01,5.8526e+00,-1.2681e+02
-8.7940e+01,5.8559e+00,-1.2709e+02
-8.7940e+01,5.8593e+00,-1.2737e+02
-8.7940e+01,5.8626e+00,-1.2765e+02
-8.7940e+01,5.8660e+00,-1.2793e+02
-8.7940e+01,5.8693e+00,-1.2822e+02
-8.7940e+01,5.8727e+00,-1.2850e+02
-8.7940e+01,5.8760e+00,-1.2878e+02
-8.7940e+01,5.8794e+00,-1.2906e+02
-8.7940e+01,5.8827e+00,-1.2934e+02
-8.7940e+01,5.8861e+00,-1.2963e+02
-8.7940e+01,5.8894e+00,-1.2991e+02
-8.7940e+01,5.8928e+00,-1.3019e+02
-8.7940e+01,5.8961e+00,-1.3047e+02
-8.7940e+01,5.8995e+00,-1.3075e+02
-8.7940e+01,5.9028e+00,-1.3104e+02
-8.7940e+01,5.9062e+00,-1.3132e+02
-8.7940e+01,5.9095e+00,-1.3160e+02
-8.7940e+01,5.9129e+00,-1.3188e+02
-8.7940e+01,5.9162e+00,-1.3216e+02
-8.7940e+01,5.9196e+00,-1.3245e+02
-8.7940e+01,5.9229e+00,-1.3273e+02
-8.7940e+01,5.9263e+00,-1.3301e+02
-8.7940e+01,5.9296e+00,-1.3329e+02
-8.7940e+01,5.9330e+00,-1.3357e+02
-8.7940e+01,5.9363e+00,-1.3386e+02
-8.7940e+01,5.9397e+00,-1.3414e+02
-8.7940e+01,5.9430e+00,-1.3442e+02
-8.7940e+01,5.9464e+00,-1.3470e+02
-8.7940e+01,5.9497e+00,-1.3498e+02
-8.7940e+01,5.9531e+00,-1.3527e+02
-8.7940e+01,5.9564e+00,-1.3555e+02
-8.7940e+01,5.9598e+00,-1.3583e+02
-8.7940e+01,5.9631e+00,-1.3611e+02
-8.7940e+01,5.9665e+00,-1.3639e+02
-8.7940e+01,5.9698e+00,-1.3668e+02
-8.7940e+01,5.9732e+00,-1.3696e+02
-8.7940e+01,5.9765e+00,-1.3724e+02
-8.7940e+01,5.9799e+00,-1.3752e+02
-8.7940e+01,5.9832e+00,-1.3780e+02
-8.7940e+01,5.9866e+00,-1.3809e+02
-8.7940e+01,5.9899e+00,-1.3837e+02
-8.7940e+01,5.9933e+00,-1.3865e+02
-8.7940e+01,5.9966e+00,-1.3893e+02
-8.7940e+01,6.0000e+00,-1.3921e+02
-8.6935e+01,5.3333e+00,-8.1933e+01
-8.6935e+01,5.3367e+00,-8.2215e+01
-8.6935e+01,5.3400e+00,-8.2497e+01
-8.6935e+01,5.3434e+00,-8.2779e+01
-8.6935e+01,5.3467e+00,-8.3061e+01
-8.6935e+01,5.3501e+00,-8.3343e+01
-8.6935e+01,5.3534e+00,-8.3624e+01
-8.6935e+01,5.3568e+00,-8.3906e+01
-8.6935e+01,5.3601e+00,-8.4188e+01
-8.6935e+01,5.3635e+00,-8.4470e+01
-8.6935e+01,5.3668e+00,-8.4752e+01
-8.6935e+01,5.3702e+00,-8.5034e+01
-8.6935e+01,5.3735e+00,-8.5316e+01
-8.6935e+01,5.3769e+00,-8.5598e+01
-8.6935e+01,5.3802e+00,-8.5880e+01
-8.6935e+01,5.3836e+00,-8.6162e+01
-8.6935e+01,5.3869e+00,-8.6444e+01
-8.6935e+01,5.3903e+00,-8.6726e+01
-8.6935e+01,5.3936e+00,-8.7008e+01
-8.6935e+01,5.3970e+00,-8.7290e+01
-8.6935e+01,5.4003e+00,-8.7572e+01
-8.6935e+01,5.4037e+00,-8.7854e+01
-8.6935e+01,5.4070e+00,-8.8136e+01
-8.6935e+01,5.4104e+00,-8.8418e+01
-8.6935e+01,5.4137e+00,-8.8700e+01
-8.6935e+01,5.4171e+00,-8.8982e+01
-8.6935e+01,5.4204e+00,-8.9264e+01
-8.6935e+01,5.4238e+00,-8.9546e+01
-8.6935e+01,5.4271e+00,-8.9828e+01
-8.6935e+01,5.4305e+00,-9.0110e+01
-8.6935e+01,5.4338e+00,-9.0392e+01
-8.6935e+01,5.4372e+00,-9.0674e+01
-8.6935e+01,5.4405e+00,-9.0956e+01
-8.6935e+01,5.4439e+00,-9.1238e+01
-8.6935e+01,5.4472e+00,-9.1520e+01
-8.6935e+01,5.4506e+00,-9.1802e+01
-8.6935e+01,5.4539e+00,-9.2084e+01
-8.6935e+01,5.4573e+00,-9.2366e+01
-8.6935e+01,5.4606e+00,-9.2648e+01
-8.6935e+01,5.4640e+00,-9.2930e+01
-8.6935e+01,5.4673e+00,-9.3212e+01
-8.6935e+01,5.4707e+00,-9.3494e+01
-8.6935e+01,5.4740e+00,-9.3776e+01
-8.6935e+01,5.4774e+00,-9.4058e+01
-8.6935e+01,5.4807e+00,-9.4340e+01
-8.6935e+01,5.4841e+00,-9.4622e+01
-8.6935e+01,5.4874e+00,-9.4904e+01
-8.6935e+01,5.4908e+00,-9.5186e+01
-8.6935e+01,5.4941e+00,-9.5468e+01
-8.6935e+01,5.4975e+00,-9.5750e+01
-8.6935e+01,5.5008e+00,-9.6031e+01
-8.6935e+01,5.5042e+00,-9.6313e+01
-8.6935e+01,5.5075e+00,-9.6595e+01
-8.6935e+01,5.5109e+00,-9.6877e+01
-8.6935e+01,5.5142e+00,-9.7159e+01
-8.6935e+01,5.5176e+00,-9.7441e+01
-8.6935e+01,5.5209e+00,-9.7723e+01
-8.6935e+01,5.5243e+00,-9.8005e+01
-8.6935e+01,5.5276e+00,-9.8287e+01
-8.6935e+01,5.5310e+00,-9.8569e+01
-8.6935e+01,5.5343e+00,-9.8851e+01
-8.6935e+01,5.5377e+00,-9.9133e+01
-8.6935e+01,5.5410e+00,-9.9415e+01
-8.6935e+01,5.5444e+00,-9.9697e+01
-8.6935e+01,5.5477e+00,-9.9979e+01
-8.6935e+01,5.5511e+00,-1.0026e+02
-8.6935e+01,5.5544e+00,-1.0054e+02
-8.6935e+01,5.5578e+00,-1.0083e+02
-8.6935e+01,5.5611e+00,-1.0111e+02
-8.6935e+01,5.5645e+00,-1.0139e+02
-8.6935e+01,5.5678e+00,-1.0167e+02
-8.6935e+01,5.5712e+00,-1.0195e+02
-8.6935e+01,5.5745e+00,-1.0223e+02
-8.6935e+01,5.5779e+00,-1.0252e+02
-8.6935e+01,5.5812e+00,-1.0280e+02
-8.6935e+01,5.5846e+00,-1.0308e+02
-8.6935e+01,5.5879e+00,-1.0336e+02
-8.6935e+01,5.5913e+00,-1.0364e+02
-8.6935e+01,5.5946e+00,-1.0393e+02
-8.6935e+01,5.5980e+00,-1.0421e+02
-8.6935e+01,5.6013e+00,-1.0449e+02
-8.6935e+01,5.6047e+00,-1.0477e+02
-8.6935e+01,5.6080e+00,-1.0505e+02
-8.6935e+01,5.6114e+00,-1.0534e+02
-8.6935e+01,5.6147e+00,-1.0562e+02
-8.6935e+01,5.6181e+00,-1.0590e+02
-8.6935e+01,5.6214e+00,-1.0618e+02
-8.6935e+01,5.6248e+00,-1.0646e+02
-8.6935e+01,5.6281e+00,-1.0675e+02
-8.6935e+01,5.6315e+00,-1.0703e+02
-8.6935e+01,5.6348e+00,-1.0731e+02
-8.6935e+01,5.6382e+00,-1.0759e+02
-8.6935e+01,5.6415e+00,-1.0787e+02
-8.6935e+01,5.6449e+00,-1.0816e+02
-8.6935e+01,5.6482e+00,-1.0844e+02
-8.6935e+01,5.6516e+00,-1.0872e+02
-8.6935e+01,5.6549e+00,-1.0900e+02
-8.6935e+01,5.6583e+00,-1.0928e+02
-8.6935e+01,5.6616e+00,-1.0957e+02
-8.6935e+01,5.6650e+00,-1.0985e+02
-8.6935e+01,5.6683e+00,-1.1013e+02
-8.6935e+01,5.6717e+00,-1.1041e+02
-8.6935e+01,5.6750e+00,-1.1069e+02
-8.6935e+01,5.6784e+00,-1.1098e+02
-8.6935e+01,5.6817e+00,-1.1126e+02
-8.6935e+01,5.6851e+00,-1.1154e+02
-8.6935e+01,5.6884e+00,-1.1182e+02
-8.6935e+01,5.6918e+00,-1.1210e+02
-8.6935e+01,5.6951e+00,-1.1239e+02
-8.6935e+01,5.6985e+00,-1.1267e+02
-8.6935e+01,5.7018e+00,-1.1295e+02
-8.6935e+01,5.7052e+00,-1.1323e+02
-8.6935e+01,5.7085e+00,-1.1351e+02
-8.6935e+01,5.7119e+00,-1.1380e+02
-8.6935e+01,5.7152e+00,-1.1408e+02
-8.6935e+01,5.7186e+00,-1.1436e+02
-8.6935e+01,5.7219e+00,-1.1464e+02
-8.6935e+01,5.7253e+00,-1.1492e+02
-8.6935e+01,5.7286e+00,-1.1521e+02
-8.6935e+01,5.7320e+00,-1.1549e+02
-8.6935e+01,5.7353e+00,-1.1577e+02
-8.6935e+01,5.7387e+00,-1.1605e+02
-8.6935e+01,5.7420e+00,-1.1633e+02
-8.6935e+01,5.7454e+00,-1.1662e+02
-8.6935e+01,5.7487e+00,-1.1690e+02
-8.6935e+01,5.7521e+00,-1.1718e+02
-8.6935e+01,5.7554e+00,-1.1746e+02
-8.6935e+01,5.7588e+00,-1.1774e+02
-8.6935e+01,5.7621e+00,-1.1803e+02
-8.6935e+01,5.7655e+00,-1.1831e+02
-8.6935e+01,5.7688e+00,-1.1859e+02
-8.6935e+01,5.7722e+00,-1.1887e+02
-8.6935e+01,5.7755e+00,-1.1915e+02
-8.6935e+01,5.7789e+00,-1.1944e+02
-8.6935e+01,5.7822e+00,-1.1972e+02
-8.6935e+01,5.7856e+00,-1.2000e+02
-8.6935e+01,5.7889e+00,-1.2028e+02
-8.6935e+01,5.7923e+00,-1.2056e+02
-8.6935e+01,5.7956e+00,-1.2085e+02
-8.6935e+01,5.7990e+00,-1.2113e+02
-8.6935e+01,5.8023e+00,-1.2141e+02
-8.6935e+01,5.8057e+00,-1.2169e+02
-8.6935e+01,5.8090e+00,-1.2197e+02
-8.6935e+01,5.8124e+00,-1.2226e+02
-8.6935e+01,5.8157e+00,-1.2254e+02
-8.6935e+01,5.8191e+00,-1.2282e+02
-8.6935e+01,5.8224e+00,-1.2310e+02
-8.6935e+01,5.8258e+00,-1.2338e+02
-8.6935e+01,5.8291e+00,-1.2367e+02
-8.6935e+01,5.8325e+00,-1.2395e+02
-8.6935e+01,5.8358e+00,-1.2423e+02
-8.6935e+01,5.8392e+00,-1.2451e+02
-8.6935e+01,5.8425e+00,-1.2479e+02
-8.6935e+01,5.8459e+00,-1.2508e+02
-8.6935e+01,5.8492e+00,-1.2536e+02
-8.6935e+01,5.8526e+00,-1.2564e+02
-8.6935e+01,5.8559e+00,-1.2592e+02
-8.6935e+01,5.8593e+00,-1.2620e+02
-8.6935e+01,5.8626e+00,-1.2649e+02
-8.6935e+01,5.8660e+00,-1.2677e+02
-8.6935e+01,5.8693e+00,-1.2705e+02
-8.6935e+01,5.8727e+00,-1.2733e+02
-8.6935e+01,5.8760e+00,-1.2761e+02
-8.6935e+01,5.8794e+00,-1.2789e+02
-8.6935e+01,5.8827e+00,-1.2818e+02
-8.6935e+01,5.8861e+00,-1.2846e+02
-8.6935e+01,5.8894e+00,-1.2874e+02
-8.6935e+01,5.8928e+00,-1.2902e+02
-8.6935e+01,5.8961e+00,-1.2930e+02
-8.6935e+01,5.8995e+00,-1.2959e+02
-8.6935e+01,5.9028e+00,-1.2987e+02
-8.6935e+01,5.9062e+00,-1.3015e+02
-8.6935e+01,5.9095e+00,-1.3043e+02
-8.6935e+01,5.9129e+00,-1.3071e+02
-8.6935e+01,5.9162e+00,-1.3100e+02
-8.6935e+01,5.9196e+00,-1.3128e+02
-8.6935e+01,5.9229e+00,-1.3156e+02
-8.6935e+01,5.9263e+00,-1.3184e+02
-8.6935e+01,5.9296e+00,-1.3212e+02
-8.6935e+01,5.9330e+00,-1.3241e+02
-8.6935e+01,5.9363e+00,-1.3269e+02
-8.6935e+01,5.9397e+00,-1.3297e+02
-8.6935e+01,5.9430e+00,-1.3325e+02
-8.6935e+01,5.9464e+00,-1.3353e+02
-8.6935e+01,5.9497e+00,-1.3382e+02
-8.6935e+01,5.9531e+00,-1.3410e+02
-8.6935e+01,5.9564e+00,-1.3438e+02
-8.6935e+01,5.9598e+00,-1.3466e+02
-8.6935e+01,5.9631e+00,-1.3494e+02
-8.6935e+01,5.9665e+00,-1.3523e+02
-8.6935e+01,5.9698e+00,-1.3551e+02
-8.6935e+01,5.9732e+00,-1.3579e+02
-8.6935e+01,5.9765e+00,-1.3607e+02
-8.6935e+01,5.9799e+00,-1.3635e+02
-8.6935e+01,5.9832e+00,-1.3664e+02
-8.6935e+01,5.9866e+00,-1.3692e+02
-8.6935e+01,5.9899e+00,-1.3720e+02
-8.6935e+01,5.9933e+00,-1.3748e+02
-8.6935e+01,5.9966e+00,-1.3776e+02
-8.6935e+01,6.0000e+00,-1.3805e+02
-8.5930e+01,5.3333e+00,-8.0765e+01
-8.5930e+01,5.3367e+00,-8.1047e+01
-8.5930e+01,5.3400e+00,-8.1329e+01
-8.5930e+01,5.3434e+00,-8.1611e+01
-8.5930e+01,5.3467e+00,-8.1893e+01
-8.5930e+01,5.3501e+00,-8.2175e+01
-8.5930e+01,5.3534e+00,-8.2457e+01
-8.5930e+01,5.3568e+00,-8.2739e+01
-8.5930e+01,5.3601e+00,-8.3021e+01
-8.5930e+01,5.3635e+00,-8.3303e+01
-8.5930e+01,5.3668e+00,-8.3585e+01
-8.5930e+01,5.3702e+00,-8.3867e+01
-8.5930e+01,5.3735e+00,-8.4149e+01
-8.5930e+01,5.3769e+00,-8.4431e+01
-8.5930e+01,5.3802e+00,-8.4713e+01
-8.5930e+01,5.3836e+00,-8.4995e+01
-8.5930e+01,5.3869e+00,-8.5277e+01
-8.5930e+01,5.3903e+00,-8.5559e+01
-8.5930e+01,5.3936e+00,-8.5841e+01
-8.5930e+01,5.3970e+00,-8.6123e+01
-8.5930e+01,5.4003e+00,-8.6405e+01
-8.5930e+01,5.4037e+00,-8.6687e+01
-8.5930e+01,5.4070e+00,-8.6969e+01
-8.5930e+01,5.4104e+00,-8.7251e+01
-8.5930e+01,5.4137e+00,-8.7533e+01
-8.5930e+01,5.4171e+00,-8.7815e+01
-8.5930e+01,5.4204e+00,-8.8097e+01
-8.5930e+01,5.4238e+00,-8.8379e+01
-8.5930e+01,5.4271e+00,-8.8660e+01
-8.5930e+01,5.4305e+00,-8.8942e+01
-8.5930e+01,5.4338e+00,-8.9224e+01
-8.5930e+01,5.4372e+00,-8.9506e+01
-8.5930e+01,5.4405e+00,-8.9788e+01
-8.5930e+01,5.4439e+00,-9.0070e+01
-8.5930e+01,5.4472e+00,-9.0352e+01
-8.5930e+01,5.4506e+00,-9.0634e+01
-8.5930e+01,5.4539e+00,-9.0916e+01
-8.5930e+01,5.4573e+00,-9.1198e+01
-8.5930e+01,5.4606e+00,-9.1480e+01
-8.5930e+01,5.4640e+00,-9.1762e+01
-8.5930e+01,5.4673e+00,-9.2044e+01
-8.5930e+01,5.4707e+00,-9.2326e+01
-8.5930e+01,5.4740e+00,-9.2608e+01
-8.5930e+01,5.4774e+00,-9.2890e+01
-8.5930e+01,5.4807e+00,-9.3172e+01
-8.5930e+01,5.4841e+00,-9.3454e+01
-8.5930e+01,5.4874e+00,-9.3736e+01
-8.5930e+01,5.4908e+00,-9.4018e+01
-8.5930e+01,5.4941e+00,-9.4300e+01
-8.5930e+01,5.4975e+00,-9.4582e+01
-8.5930e+01,5.5008e+00,-9.4864e+01
-8.5930e+01,5.5042e+00,-9.5146e+01
-8.5930e+01,5.5075e+00,-9.5428e+01
-8.5930e+01,5.5109e+00,-9.5710e+01
-8.5930e+01,5.5142e+00,-9.5992e+01
-8.5930e+01,5.5176e+00,-9.6274e+01
-8.5930e+01,5.5209e+00,-9.6556e+01
-8.5930e+01,5.5243e+00,-9.6838e+01
-8.5930e+01,5.5276e+00,-9.7120e+01
-8.5930e+01,5.5310e+00,-9.7402e+01
-8.5930e+01,5.5343e+00,-9.7684e+01
-8.5930e+01,5.5377e+00,-9.7966e+01
-8.5930e+01,5.5410e+00,-9.8248e+01
-8.5930e+01,5.5444e+00,-9.8530e+01
-8.5930e+01,5.5477e+00,-9.8812e+01
-8.5930e+01,5.5511e+00,-9.9094e+01
-8.5930e+01,5.5544e+00,-9.9376e+01
-8.5930e+01,5.5578e+00,-9.9658e+01
-8.5930e+01,5.5611e+00,-9.9940e+01
-8.5930e+01,5.5645e+00,-1.0022e+02
-8.5930e+01,5.5678e+00,-1.0050e+02
-8.5930e+01,5.5712e+00,-1.0079e+02
-8.5930e+01,5.5745e+00,-1.0107e+02
-8.5930e+01,5.5779e+00,-1.0135e+02
-8.5930e+01,5.5812e+00,-1.0163e+02
-8.5930e+01,5.5846e+00,-1.0191e+02
-8.5930e+01,5.5879e+00,-1.0220e+02
-8.5930e+01,5.5913e+00,-1.0248e+02
-8.5930e+01,5.5946e+00,-1.0276e+02
-8.5930e+01,5.5980e+00,-1.0304e+02
-8.5930e+01,5.6013e+00,-1.0332e+02
-8.5930e+01,5.6047e+00,-1.0361e+02
-8.5930e+01,5.6080e+00,-1.0389e+02
-8.5930e+01,5.6114e+00,-1.0417e+02
-8.5930e+01,5.6147e+00,-1.0445e+02
-8.5930e+01,5.6181e+00,-1.0473e+02
-8.5930e+01,5.6214e+00,-1.0502e+02
-8.5930e+01,5.6248e+00,-1.0530e+02
-8.5930e+01,5.6281e+00,-1.0558e+02
-8.5930e+01,5.6315e+00,-1.0586e+02
-8.5930e+01,5.6348e+00,-1.0614e+02
-8.5930e+01,5.6382e+00,-1.0643e+02
-8.5930e+01,5.6415e+00,-1.0671e+02
-8.5930e+01,5.6449e+00,-1.0699e+02
-8.5930e+01,5.6482e+00,-1.0727e+02
-8.5930e+01,5.6516e+00,-1.0755e+02
-8.5930e+01,5.6549e+00,-1.0783e+02
-8.5930e+01,5.6583e+00,-1.0812e+02
-8.5930e+01,5.6616e+00,-1.0840e+02
-8.5930e+01,5.6650e+00,-1.0868e+02
-8.5930e+01,5.6683e+00,-1.0896e+02
-8.5930e+01,5.6717e+00,-1.0924e+02
-8.5930e+01,5.6750e+00,-1.0953e+02
-8.5930e+01,5.6784e+00,-1.0981e+02
-8.5930e+01,5.6817e+00,-1.1009e+02
-8.5930e+01,5.6851e+00,-1.1037e+02
-8.5930e+01,5.6884e+00,-1.1065e+02
-8.5930e+01,5.6918e+00,-1.1094e+02
-8.5930e+01,5.6951e+00,-1.1122e+02
-8.5930e+01,5.6985e+00,-1.1150e+02
-8.5930e+01,5.7018e+00,-1.1178e+02
-8.5930e+01,5.7052e+00,-1.1206e+02
-8.5930e+01,5.7085e+00,-1.1235e+02
-8.5930e+01,5.7119e+00,-1.1263e+02
-8.5930e+01,5.7152e+00,-1.1291e+02
-8.5930e+01,5.7186e+00,-1.1319e+02
-8.5930e+01,5.7219e+00,-1.1347e+02
-8.5930e+01,5.7253e+00,-1.1376e+02
-8.5930e+01,5.7286e+00,-1.1404e+02
-8.5930e+01,5.7320e+00,-1.1432e+02
-8.5930e+01,5.7353e+00,-1.1460e+02
-8.5930e+01,5.7387e+00,-1.1488e+02
-8.5930e+01,5.7420e+00,-1.1517e+02
-8.5930e+01,5.7454e+00,-1.1545e+02
-8.5930e+01,5.7487e+00,-1.1573e+02
-8.5930e+01,5.7521e+00,-1.1601e+02
-8.5930e+01,5.7554e+00,-1.1629e+02
-8.5930e+01,5.7588e+00,-1.1658e+02
-8.5930e+01,5.7621e+00,-1.1686e+02
-8.5930e+01,5.7655e+00,-1.1714e+02
-8.5930e+01,5.7688e+00,-1.1742e+02
-8.5930e+01,5.7722e+00,-1.1770e+02
-8.5930e+01,5.7755e+00,-1.1799e+02
-8.5930e+01,5.7789e+00,-1.1827e+02
-8.5930e+01,5.7822e+00,-1.1855e+02
-8.5930e+01,5.7856e+00,-1.1883e+02
-8.5930e+01,5.7889e+00,-1.1911e+02
-8.5930e+01,5.7923e+00,-1.1940e+02
-8.5930e+01,5.7956e+00,-1.1968e+02
-8.5930e+01,5.7990e+00,-1.1996e+02
-8.5930e+01,5.8023e+00,-1.2024e+02
-8.5930e+01,5.8057e+00,-1.2052e+02
-8.5930e+01,5.8090e+00,-1.2081e+02
-8.5930e+01,5.8124e+00,-1.2109e+02
-8.5930e+01,5.8157e+00,-1.2137e+02
-8.5930e+01,5.8191e+00,-1.2165e+02
-8.5930e+01,5.8224e+00,-1.2193e+02
-8.5930e+01,5.8258e+00,-1.2222e+02
-8.5930e+01,5.8291e+00,-1.2250e+02
-8.5930e+01,5.8325e+00,-1.2278e+02
-8.5930e+01,5.8358e+00,-1.2306e+02
-8.5930e+01,5.8392e+00,-1.2334e+02
-8.5930e+01,5.8425e+00,-1.2363e+02
-8.5930e+01,5.8459e+00,-1.2391e+02
-8.5930e+01,5.8492e+00,-1.2419e+02
-8.5930e+01,5.8526e+00,-1.2447e+02
-8.5930e+01,5.8559e+00,-1.2475e+02
-8.5930e+01,5.8593e+00,-1.2504e+02
-8.5930e+01,5.8626e+00,-1.2532e+02
-8.5930e+01,5.8660e+00,-1.2560e+02
-8.5930e+01,5.8693e+00,-1.2588e+02
-8.5930e+01,5.8727e+00,-1.2616e+02
-8.5930e+01,5.8760e+00,-1.2645e+02
-8.5930e+01,5.8794e+00,-1.2673e+02
-8.5930e+01,5.8827e+00,-1.2701e+02
-8.5930e+01,5.8861e+00,-1.2729e+02
-8.5930e+01,5.8894e+00,-1.2757e+02
-8.5930e+01,5.8928e+00,-1.2786e+02
-8.5930e+01,5.8961e+00,-1.2814e+02
-8.5930e+01,5.8995e+00,-1.2842e+02
-8.5930e+01,5.9028e+00,-1.2870e+02
-8.5930e+01,5.9062e+00,-1.2898e+02
-8.5930e+01,5.9095e+00,-1.2927e+02
-8.5930e+01,5.9129e+00,-1.2955e+02
-8.5930e+01,5.9162e+00,-1.2983e+02
-8.5930e+01,5.9196e+00,-1.3011e+02
-8.5930e+01,5.9229e+00,-1.3039e+02
-8.5930e+01,5.9263e+00,-1.3068e+02
-8.5930e+01,5.9296e+00,-1.3096e+02
-8.5930e+01,5.9330e+00,-1.3124e+02
-8.5930e+01,5.9363e+00,-1.3152e+02
-8.5930e+01,5.9397e+00,-1.3180e+02
-8.5930e+01,5.9430e+00,-1.3209e+02
-8.5930e+01,5.9464e+00,-1.3237e+02
-8.5930e+01,5.9497e+00,-1.3265e+02
-8.5930e+01,5.9531e+00,-1.3293e+02
-8.5930e+01,5.9564e+00,-1.3321e+02
-8.5930e+01,5.9598e+00,-1.3349e+02
-8.5930e+01,5.9631e+00,-1.3378e+02
-8.5930e+01,5.9665e+00,-1.3406e+02
-8.5930e+01,5.9698e+00,-1.3434e+02
-8.5930e+01,5.9732e+00,-1.3462e+02
-8.5930e+01,5.9765e+00,-1.3490e+02
-8.5930e+01,5.9799e+00,-1.3519e+02
-8.5930e+01,5.9832e+00,-1.3547e+02
-8.5930e+01,5.9866e+00,-1.3575e+02
-8.5930e+01,5.9899e+00,-1.3603e+02
